fips,state.fips,county.fips,state.name,county.name,population.2020,mean.pop.center.lat,mean.pop.center.lon,HHS.region,bric.social,bric.economic,bric.infrastructure,bric.institutional,bric.community,bric.environment,bric.total,z_bric.social,z_bric.economic,z_bric.infrastructure,z_bric.institutional,z_bric.community,z_bric.environment,z_bric.total
01021,01,021,Alabama,Chilton,45014,32.879146,-86.688861,4,0.6461606,0.461584167,0.145535392,0.403862412,0.376055272,0.553413392,2.586611235,-0.41786535434331806,0.22315986662541293,-1.9996142685791436,-0.11292692785147045,0.23446534342443526,-0.6884362882596614,-0.973335155218048
01023,01,023,Alabama,Choctaw,12665,32.016121,-88.262482,4,0.596102499,0.388091001,0.136794372,0.365675133,0.398064912,0.565018052,2.449745969,-1.5065937539248526,-1.7474712562536778,-2.152634741153984,-1.1393945576382238,0.6943715071934984,-0.36851779910496524,-1.9044761531017884
01025,01,025,Alabama,Clarke,23087,31.683493,-87.815868,4,0.605667941,0.391118957,0.193524153,0.3610004,0.435436115,0.578544125,2.565291691,-1.2985521352475884,-1.6662802468432454,-1.159522049764744,-1.2650505935761578,1.4752678147734912,0.00437040600885143,-1.1183792709002995
01027,01,027,Alabama,Clay,14236,33.274342,-85.817245,4,0.626244688,0.481594093,0.194189016,0.381303728,0.402486986,0.559493312,2.645311822,-0.8510223971557627,0.7597020390242389,-1.1478829446651648,-0.7193005554825028,0.7867737041055294,-0.5208244133248148,-0.5739750783118927
01029,01,029,Alabama,Cleburne,15056,33.625217,-85.495748,4,0.642144899,0.449810826,0.128453086,0.3904043,0.362608833,0.560891165,2.534313109,-0.5052040195261601,-0.09252815523594521,-2.2986574622553997,-0.474678712419433,-0.04650700218615661,-0.48228825459027386,-1.329137110340024
01031,01,031,Alabama,Coffee,53465,31.353217,-85.899556,4,0.677984131,0.442943243,0.269160431,0.406929918,0.383447007,0.562832068,2.743296799,0.2742740053711744,-0.2766741586719024,0.16456815977166708,-0.030472883058788543,0.3889205951890039,-0.4287812362583455,0.09265007741896446
01033,01,033,Alabama,Colbert,57227,34.724339,-87.681892,4,0.67207555,0.468922325,0.275908432,0.393582856,0.393076408,0.555850127,2.759415698,0.14576653490344946,0.41992377443425805,0.2826988014994623,-0.38923966232464985,0.5901333761933262,-0.6212601211276308,0.2023124347013994
01035,01,035,Alabama,Conecuh,11597,31.41643,-86.997537,4,0.545797888,0.396626668,0.15550681,0.379522346,0.426020486,0.568295164,2.471769363,-2.6006835721862718,-1.5185975805063021,-1.8250544237782782,-0.7671838037046342,1.2785219428345245,-0.2781740303232233,-1.7546435062566286
01037,01,037,Alabama,Coosa,10387,32.976884,-86.156212,4,0.609640152,0.445282266,0.205211842,0.384151719,0.409075109,0.555901225,2.609262314,-1.212159346898902,-0.21395606157794936,-0.9549171301915411,-0.6427470369292695,0.9244369450930573,-0.6198514460816721,-0.8192321536339683
01039,01,039,Alabama,Covington,37570,31.284146,-86.409203,4,0.641846738,0.445282593,0.172274895,0.397271866,0.380706724,0.563513979,2.600896794,-0.5116888110356833,-0.21394729346504449,-1.531511989271197,-0.29007969465689265,0.3316605472204054,-0.40998224198725286,-0.8761456340828084
01041,01,041,Alabama,Crenshaw,13194,31.747324,-86.296787,4,0.640714455,0.476590185,0.201631886,0.397796134,0.40917534,0.569243159,2.695151159,-0.5363151678857642,0.625528246037505,-1.0175879121960592,-0.27598745908983136,0.9265313389450576,-0.2520396043145166,-0.2349011018068246
01043,01,043,Alabama,Cullman,87866,34.162652,-86.83269,4,0.692989924,0.477385615,0.217673585,0.378792464,0.405565895,0.555455125,2.727862607,0.6006394221763756,0.6468567477116837,-0.7367616056685218,-0.7868029089717057,0.8511095690621598,-0.6321495778676883,-0.012353985046446551
01045,01,045,Alabama,Dale,49326,31.383858,-85.63771,4,0.669044404,0.457829915,0.254646477,0.402219677,0.352770691,0.558707457,2.69521862,0.07984124673724523,0.12249410085433296,-0.08951341194530493,-0.15708336805810963,-0.25208156614246374,-0.5424889467359311,-0.23444214165795657
01047,01,047,Alabama,Dallas,38462,32.411818,-87.035342,4,0.596100748,0.400362901,0.266343561,0.393963964,0.432348636,0.585726264,2.674846074,-1.5066318369401805,-1.4184149726141906,0.11525597668755508,-0.3789955434532113,1.4107528739290456,0.20236837042823466,-0.3730435075579968
01049,01,049,Alabama,DeKalb,71608,34.452725,-85.817465,4,0.650568314,0.473495128,0.236770436,0.38022655,0.356469043,0.574758477,2.672287948,-0.32200068282824806,0.5425380037708321,-0.40245174655467664,-0.7482549187540637,-0.17480202496924946,-0.09999273678305001,-0.3904473096033761
01051,01,051,Alabama,Elmore,87977,32.558527,-86.225332,4,0.703650937,0.478763062,0.236760083,0.403762612,0.382433951,0.558175936,2.763546581,0.8325089375902331,0.6837913373620533,-0.40263298638167233,-0.1156095350477753,0.3677521118043035,-0.5571419736470156,0.23041623803423877
01053,01,053,Alabama,Escambia,36757,31.085439,-87.280078,4,0.607324716,0.424872358,0.206677699,0.389395689,0.381126405,0.584625586,2.594022453,-1.2625184472294042,-0.7612232717005735,-0.9292558079583081,-0.5017900062758724,0.34043006270165665,0.17202476339400719,-0.9229141161499325
01055,01,055,Alabama,Etowah,103436,34.012182,-86.025892,4,0.679372005,0.461782327,0.291039223,0.396053837,0.418774687,0.546223246,2.793245325,0.3044592862479056,0.2284732894178087,0.5475787341905143,-0.32282010909284875,1.1271161214975234,-0.8866549904983864,0.43246690386243936
01057,01,057,Alabama,Fayette,16321,33.726912,-87.76749,4,0.60764539,0.433334741,0.171431182,0.373929882,0.416419709,0.558668697,2.561429602,-1.2555440138443401,-0.5343146185405917,-1.546282046081219,-0.9175082944008098,1.077907279474641,-0.5435574864983752,-1.1446543771451219
01059,01,059,Alabama,Franklin,32113,34.463509,-87.793592,4,0.616896526,0.486306514,0.233628102,0.387153526,0.335345923,0.556441075,2.615771666,-1.05433832904237,0.8860599576191331,-0.457461508992926,-0.5620589701946036,-0.6161837597924257,-0.6049688044213279,-0.7749468159876977
01061,01,061,Alabama,Geneva,26659,31.094511,-85.781426,4,0.619461375,0.467960182,0.19673496,0.43088291,0.372147804,0.575962841,2.663150073,-0.9985546718289596,0.39412506356554683,-1.1033135976062314,0.613379508847455,0.15281618342316491,-0.06679070317997385,-0.4526153840514018
01063,01,063,Alabama,Greene,7730,32.833838,-87.924522,4,0.551549617,0.424362392,0.12176089,0.39776552,0.429911954,0.597633485,2.522983857,-2.4755875221184356,-0.7748973985059177,-2.4158111805266596,-0.2768103582552402,1.3598367721234212,0.530627893098528,-1.4062138685334191
01065,01,065,Alabama,Hale,14785,32.783251,-87.627964,4,0.601047438,0.426296437,0.174740514,0.3938117,0.433237852,0.594013135,2.623147075,-1.3990448174700247,-0.7230383008852126,-1.4883488132837832,-0.3830883741359594,1.4293336375999668,0.4308217029808325,-0.7247693977371058
01067,01,067,Alabama,Henry,17146,31.469275,-85.271132,4,0.653889581,0.439230934,0.187188948,0.421441379,0.37427106,0.555766576,2.631788477,-0.24976546748332348,-0.37621527319055165,-1.2704262763834326,0.3595927452729108,0.19718303911274587,-0.6235634638957402,-0.6659789981232636
01069,01,069,Alabama,Houston,107202,31.204793,-85.39632,4,0.694492356,0.452265659,0.274921515,0.437892508,0.38662123,0.563977623,2.810170892,0.6333162587755123,-0.02670475185622652,0.265421812574584,0.8017963228555431,0.455248109990587,-0.39720045536139437,0.5476172981642926
01071,01,071,Alabama,Jackson,52579,34.727289,-85.943552,4,0.640626822,0.465523745,0.245779868,0.378950118,0.3587763,0.581785604,2.671442458,-0.5382211238436333,0.3287949268677457,-0.24473244808940753,-0.782565195996492,-0.12659034519169196,0.09373184049350558,-0.3961994659050401
01073,01,073,Alabama,Jefferson,674721,33.517206,-86.811606,4,0.676741697,0.463715694,0.334126205,0.395547628,0.417062829,0.535898533,2.823092586,0.24725194194120728,0.2803142072814835,1.3018603108787747,-0.33642692178057015,1.0913457024585314,-1.1712877659451337,0.635527981401546
01075,01,075,Alabama,Lamar,13972,33.761275,-88.108771,4,0.62296922,0.463909082,0.181068807,0.365728246,0.398791631,0.573785973,2.606252959,-0.922261516544661,0.28549967461583764,-1.3775655882766273,-1.1379668891410561,0.7095567872538757,-0.12680282948519817,-0.8397058201790398
01077,01,077,Alabama,Lauderdale,93564,34.865524,-87.608858,4,0.690526327,0.451662392,0.250981959,0.396047465,0.381450217,0.57664263,2.74731099,0.5470579245677496,-0.04288063310218927,-0.15366453802887503,-0.3229913873799724,0.34719633124136823,-0.04805020842838164,0.11995998535014057
01079,01,079,Alabama,Lawrence,33073,34.540863,-87.27158,4,0.643610516,0.443260023,0.195882361,0.410304449,0.391465204,0.567416626,2.651939179,-0.473327883217885,-0.2681800828131257,-1.1182392129116343,0.06023394203896026,0.5564661898745423,-0.3023936584402901,-0.5288869124779699
01081,01,081,Alabama,Lee,174241,32.592265,-85.359778,4,0.697744847,0.445017842,0.249656475,0.38952633,0.340357687,0.549402402,2.671705584,0.704055644616043,-0.22104627407520594,-0.17686848769040048,-0.4982783981923806,-0.5114595955191387,-0.799011683041979,-0.3944093301505876
01083,01,083,Alabama,Limestone,103570,34.803982,-86.922366,4,0.710209302,0.471968054,0.254056419,0.431139046,0.388777681,0.579828664,2.835979166,0.9751487518796627,0.5015913455286305,-0.09984297920479702,0.6202644014008908,0.5003085974299982,0.03978271245645886,0.7231997721428771
01085,01,085,Alabama,Lowndes,10311,32.164241,-86.615186,4,0.577430391,0.424941611,0.120433181,0.394986717,0.459032949,0.576700921,2.553525769,-1.91269893677335,-0.759366335544731,-2.4390540810831016,-0.35150411501791273,1.9683394598360822,-0.04644323600081267,-1.1984268437600358
01087,01,087,Alabama,Macon,19532,32.429073,-85.711764,4,0.646755776,0.462582822,0.231663408,0.38208903,0.39731226,0.580955599,2.701358895,-0.4049206960161999,0.2499376029937012,-0.4918554818181746,-0.6981917699467022,0.6786443397353699,0.07085017523223708,-0.19266776048822642
01089,01,089,Alabama,Madison,388153,34.742996,-86.61533,4,0.672014455,0.475352859,0.278854549,0.401128155,0.368007046,0.562791527,2.75814859,0.14443776173300127,0.5923508329873248,0.33427358517468253,-0.1864232956345182,0.06629227267877888,-0.42989887481637346,0.1936918676135683
01091,01,091,Alabama,Marengo,19323,32.342372,-87.803475,4,0.611351025,0.394124759,0.175379102,0.3835684,0.436504067,0.580975745,2.581903099,-1.1749490655265158,-1.5856832703786279,-1.4771696788646167,-0.6584265534336952,1.4975833868323476,0.0714055622821386,-1.0053662072251544
01093,01,093,Alabama,Marion,29341,34.110448,-87.876476,4,0.64002771,0.458941086,0.17864602,0.36687996,0.378076469,0.551345671,2.573916916,-0.5512513873953818,0.152288818848122,-1.4199789464073924,-1.1070090107393966,0.2766996079781287,-0.7454394385728481,-1.0596989289246252
01095,01,095,Alabama,Marshall,97612,34.311249,-86.291329,4,0.669825048,0.475635127,0.249438537,0.382130301,0.34273996,0.550293022,2.670061994,0.09681970328642445,0.5999195109483857,-0.18068371471791164,-0.6970824124156527,-0.46168040619661393,-0.7744589770763636,-0.40559123245085243
01097,01,097,Alabama,Mobile,414809,30.684049,-88.175178,4,0.684002502,0.447176509,0.29215848,0.398378507,0.376564007,0.587855317,2.786135321,0.4051693309233353,-0.16316420686188104,0.5671724698269383,-0.2603333709061258,0.24509570185942312,0.26106232777728827,0.38409512617914293
01099,01,099,Alabama,Monroe,19772,31.4988,-87.364576,4,0.611018944,0.409628293,0.195310642,0.368560621,0.413572382,0.575258498,2.57334938,-1.1821715931182333,-1.169974595982778,-1.1282477372669173,-1.061833126038499,1.0184104754575791,-0.08620810518974269,-1.0635600695399152
01101,01,101,Alabama,Montgomery,228954,32.346473,-86.233787,4,0.657467266,0.470559518,0.302481798,0.410750224,0.420951396,0.570192417,2.832402619,-0.17195334144488544,0.46382314162113175,0.7478926831316046,0.0722162989821761,1.1725999134101397,-0.2258703597887821,0.6988673053316243
01103,01,103,Alabama,Morgan,123421,34.513887,-86.931981,4,0.69354738,0.474874317,0.256854781,0.403222028,0.371528777,0.556917684,2.756944966,0.6127636971007706,0.5795193030624219,-0.05085479754230524,-0.1301403419476503,0.13988119980510053,-0.5918295973099145,0.1855032037897112
01105,01,105,Alabama,Perry,8511,32.584881,-87.369738,4,0.516857231,0.411347707,0.153061973,0.396259624,0.431911856,0.571119053,2.480557445,-3.2301224551844117,-1.1238705712695949,-1.867853789654166,-0.31728858918196734,1.4016260633946132,-0.20032476094173757,-1.6948551926682542
01107,01,107,Alabama,Pickens,19123,33.284667,-88.074381,4,0.586761589,0.445830141,0.166067678,0.377835129,0.405963143,0.5740216,2.556479281,-1.7097519599250204,-0.19926545039312923,-1.6401756553781939,-0.812535912581675,0.8594103319889929,-0.1203070395315021,-1.1783330961546972
01109,01,109,Alabama,Pike,33009,31.786041,-85.946994,4,0.664984945,0.441483611,0.243079436,0.392005038,0.370509578,0.588794205,2.700856814,-0.008449124090780913,-0.3158124405517473,-0.29200626519498796,-0.4316511445016042,0.11858435432251872,0.2869456910507891,-0.19608358845555082
01111,01,111,Alabama,Randolph,21967,33.264692,-85.427378,4,0.620306716,0.447561842,0.176826872,0.385369706,0.363824573,0.548174406,2.542064116,-0.9801691011491879,-0.1528319645079138,-1.4518249880185057,-0.6100077514462412,-0.021103300919775844,-0.8328652061101268,-1.2764043710299362
01113,01,113,Alabama,Russell,59183,32.414904,-85.054594,4,0.658760298,0.441344884,0.278903314,0.390467737,0.335023056,0.560978084,2.665477374,-0.14383080719278343,-0.3195322387134384,0.33512726624910094,-0.4729735365405551,-0.6229302819244382,-0.4798920624434257,-0.4367819630611878
01115,01,115,Alabama,St. Clair,91103,33.660943,-86.374875,4,0.698044295,0.485661526,0.190010285,0.390433799,0.387072696,0.552281403,2.703504004,0.7105684274680718,0.8687653777845461,-1.2210358939071448,-0.4738857842662874,0.46468179432763973,-0.7196430802397569,-0.17807385369795595
01117,01,117,Alabama,Shelby,223024,33.290336,-86.73899,4,0.703426171,0.493889342,0.246573119,0.391205007,0.362022356,0.551100832,2.748216826,0.8276204355781347,1.0893843981016536,-0.23084578007006157,-0.45315584307742846,-0.058761831761233826,-0.752189185912807,0.12612269603350174
01119,01,119,Alabama,Sumter,12345,32.571003,-88.230925,4,0.566890484,0.412244209,0.182624114,0.376750393,0.377291695,0.583543343,2.499344238,-2.1419344820819566,-1.0998319451077652,-1.3503383525376682,-0.8416934336206665,0.260301229823569,0.14218937438146767,-1.5670422442679266
01121,01,121,Alabama,Talladega,82149,33.376936,-86.165876,4,0.635798827,0.457786481,0.23374017,0.387057924,0.386792077,0.555167032,2.65634251,-0.643226610758481,0.12132947022471716,-0.4554996443226111,-0.5646287358577424,0.4588180724416524,-0.6400917560354309,-0.49892955265117345
01123,01,123,Alabama,Tallapoosa,41311,32.851728,-85.864016,4,0.650443419,0.473676884,0.251353006,0.385923288,0.430070465,0.561326398,2.75279346,-0.32471706101178627,0.5474115729727641,-0.14716898175655457,-0.5951275604948878,1.363148965595246,-0.47028970540483966,0.15725909516714617
01125,01,125,Alabama,Tuscaloosa,227036,33.214817,-87.518474,4,0.712309838,0.449159131,0.27421,0.390637405,0.380758415,0.561990682,2.769065471,1.0208339287413148,-0.11000257523337333,0.25296601662124146,-0.46841288926818275,0.33274066527374,-0.45197665412633087,0.2679631255097684
01127,01,127,Alabama,Walker,65342,33.834217,-87.250515,4,0.640550683,0.427615545,0.221970554,0.389072204,0.433032663,0.549889228,2.662130877,-0.5398770934061976,-0.6876680015673302,-0.6615387796116732,-0.5104852286095082,1.4250460760661294,-0.78559081259845,-0.45954932140610816
01129,01,129,Alabama,Washington,15388,31.413666,-88.195263,4,0.611808022,0.450451957,0.13904009,0.373980447,0.424718651,0.575472266,2.575471433,-1.165009703016071,-0.07533699623154706,-2.113321156511708,-0.9161491157146257,1.2513192289005264,-0.08031492645037079,-1.0491230205666389
01131,01,131,Alabama,Wilcox,10600,32.007448,-87.376912,4,0.554412727,0.38551784,0.147348138,0.409183134,0.449256361,0.577484062,2.523202262,-2.4133168984660154,-1.8164674830699055,-1.9678803005092678,0.030093183638909157,1.7640511079216177,-0.02485352242755047,-1.4047279849664165
01133,01,133,Alabama,Winston,23540,34.164369,-87.415624,4,0.615314031,0.463516982,0.149178932,0.376673011,0.393475564,0.55678589,2.55494441,-1.0887564794371631,0.2749859832709744,-1.9358303837870567,-0.8437734487515737,0.5984740080576098,-0.5954629081832742,-1.1887753460865598
02013,02,013,Alaska,Aleutians East,3420,54.672887,-163.763729,10,0.534196661,0.592630327,0.187521933,0.306403851,0.046550164,0.392170568,2.059473504,-2.8530020791326716,3.7370055135770346,-1.2645970342514694,-2.732596638073497,-6.650764499616653,-5.133595443384963,-4.5596325936456354
02016,02,016,Alaska,Aleutians West,5232,54.024627,-168.148047,10,0.679158734,0.553405512,0.183670954,0.406663786,0.097973741,0.420019757,2.340892485,0.2998207923804085,2.6852391326297975,-1.3320123503651249,-0.0376264664091598,-5.576234428913405,-4.365846067783821,-2.6450434619387995
02020,02,020,Alaska,Anchorage,291247,61.191547,-149.792287,10,0.712012331,0.487777509,0.282379688,0.3499326,0.229218619,0.545795971,2.607116718,1.0143633612706415,0.9255029247189515,0.39598473967061093,-1.5625511940497825,-2.83378483158611,-0.8984341527016384,-0.8338293736510283
02050,02,050,Alaska,Bethel,18666,60.667568,-162.178288,10,0.670033875,0.498354032,0.164151612,0.455899915,0.312706368,0.393341667,2.494487469,0.10136154328749515,1.2090997069782234,-1.6737183454537894,1.285832391041898,-1.0892524192293225,-5.10131046280556,-1.6000844971734278
02060,02,060,Alaska,Bristol Bay,844,58.733456,-156.833611,10,0.66711159,0.516666133,0.258514227,0.328859959,0.23570695,0.393119125,2.399977983,0.03780390511078618,1.700116737812155,-0.021804502367093533,-2.128980236051365,-2.6982068112516617,-5.1074455241010615,-2.2430647044637095
02063,02,063,Alaska,Chugach,7102,60.881369,-146.199156,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02066,02,066,Alaska,Copper River,2617,62.060769,-145.032939,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02068,02,068,Alaska,Denali,1619,63.86431,-149.027498,10,0.683282651,0.32295281,0.217435127,0.372890739,0.179923382,0.368183363,2.144668071,0.3895130792575515,-3.494073742703135,-0.7409360562302698,-0.9454402832764629,-3.8638418130159193,-5.794877237306021,-3.9800249514067856
02070,02,070,Alaska,Dillingham,4857,59.128804,-158.75132,10,0.658593378,0.462083314,0.171925259,0.426554694,0.30673514,0.393095401,2.418987186,-0.1474611994934867,0.23654389491848982,-1.5376327241452938,0.49703779152517347,-1.2140252261662108,-5.10809954983182,-2.113738625117949
02090,02,090,Alaska,Fairbanks North Star,95655,64.831239,-147.623249,10,0.73069109,0.454085089,0.269983756,0.36149304,0.227670241,0.377623651,2.421546867,1.4206131986793584,0.022081081970825173,0.17898130384211725,-1.2518085133237749,-2.866139226571417,-5.534626383412395,-2.0963242438781964
02100,02,100,Alaska,Haines,2080,59.234185,-135.497336,10,0.651986403,0.46092902,0.166325862,0.406075705,0.211931686,0.399276394,2.296525069,-0.2911582470068386,0.20559288538717368,-1.6356558810622375,-0.05343398467178967,-3.1950068706273127,-4.93770128378734,-2.946890097065078
02105,02,105,Alaska,Hoonah-Angoon,2365,58.123876,-135.423534,10,0.569713,0.441380785,0.214297238,0.41919613,0.265816942,0.399276394,2.309680488,-2.0805467493057304,-0.31856959644623095,-0.7958680044087881,0.29924083019377984,-2.069038369067365,-4.93770128378734,-2.857389303085406
02110,02,110,Alaska,Juneau,32255,58.360173,-134.533023,10,0.708871994,0.508805268,0.270262935,0.404931396,0.251602472,0.378089298,2.522563362,0.9460632458476308,1.4893370685603118,0.1838686170518989,-0.084192817920256,-2.3660592366376854,-5.521789377871568,-1.4090746391682774
02122,02,122,Alaska,Kenai Peninsula,58799,60.283998,-151.068103,10,0.672609314,0.402489862,0.210544161,0.373500866,0.222498964,0.531886714,2.41352988,0.15737552553364317,-1.3613830637731699,-0.8615694461340972,-0.929040172245801,-2.9741965217773902,-1.2818860146867692,-2.1508665356763284
02130,02,130,Alaska,Ketchikan Gateway,13948,55.369105,-131.678418,10,0.696630302,0.48376414,0.302139232,0.389507215,0.232949021,0.377085965,2.482075877,0.6798150767584734,0.8178892472921535,0.7418957158202292,-0.49879220617391634,-2.75583558420467,-5.549449367692816,-1.6845247828497492
02150,02,150,Alaska,Kodiak Island,13101,57.774607,-152.454785,10,0.675619773,0.478461551,0.173960834,0.370667045,0.213032876,0.38710798,2.298850059,0.2228508860367472,0.6757066814296846,-1.5019979071031717,-1.0052128035848902,-3.171996768304837,-5.273161402592098,-2.9310723985946003
02158,02,158,Alaska,Kusilvak,8368,62.076819,-164.34049,10,0.512667544,0.514432345,0.147998942,0.486978577,0.358226606,0.395845129,2.416149144,-3.321245193185551,1.6402203910591284,-1.956487312547497,2.1212215927727587,-0.13807656935468904,-5.03229475870943,-2.1330467910036313
02164,02,164,Alaska,Lake and Peninsula,1476,58.617154,-156.27339,10,0.584774364,0.413027092,0.229599302,0.393460907,0.326736479,0.392639328,2.340237472,-1.7529727024349757,-1.0788398761938613,-0.5279897631222512,-0.39251763091164493,-0.7960838563966665,-5.120672618332255,-2.6494997383650376
02170,02,170,Alaska,Matanuska-Susitna,107081,61.607247,-149.432649,10,0.711239145,0.430102915,0.22797544,0.356410454,0.225327945,0.508183328,2.459239227,0.9975471109626455,-0.6209721575467346,-0.5564171240751292,-1.3884275692299926,-2.915083069713405,-1.9353434565222514,-1.839890287121096
02180,02,180,Alaska,Nome,10046,64.431631,-165.269108,10,0.634283649,0.478679871,0.190788571,0.433428623,0.306148177,0.39490574,2.438234629,-0.6761806638701074,0.6815606704488397,-1.2074112034798972,0.6818078456563522,-1.2262902110366756,-5.0581919336037,-1.9827917179477208
02185,02,185,Alaska,North Slope,11031,70.480816,-155.295377,10,0.659726073,0.445044662,0.139843533,0.325270695,0.24058771,0.332863926,2.143336599,-0.12282588193391676,-0.22032712793424933,-2.0992560671346165,-2.2254590480337244,-2.596220063268619,-6.7685671965839695,-3.9890834086981646
02188,02,188,Alaska,Northwest Arctic,7793,66.897051,-161.582978,10,0.617677185,0.458053514,0.164954369,0.315835854,0.304435952,0.394892121,2.255848996,-1.0373595462537673,0.12848963992860116,-1.6596652652065462,-2.479065985534688,-1.2620682987863838,-5.058567383630138,-3.2236232691118967
02195,02,195,Alaska,Petersburg,3398,56.79507,-132.943575,10,0.654196979,0.464510221,0.1366899,0.397866943,0.204180622,0.399276394,2.256721059,-0.2430797777370333,0.30161849609342195,-2.1544636300949582,-0.27408412509220564,-3.356970542426056,-4.93770128378734,-3.2176903276449393
02198,02,198,Alaska,Prince of Wales-Hyder,5753,55.59077,-132.668824,10,0.638359645,0.423796017,0.187154548,0.392356687,0.274874469,0.393811769,2.310353136,-0.587530624952716,-0.7900840650079507,-1.2710284834778647,-0.42219887859004523,-1.8797752781760684,-5.088350641355505,-2.8528130497506545
02220,02,220,Alaska,Sitka,8458,57.062777,-135.335988,10,0.752921778,0.462716764,0.288976654,0.403185004,0.219154971,0.379999552,2.506954723,1.90411498728769,0.2535290971179395,0.5114713596394644,-0.13113554083378257,-3.0440714943939615,-5.46912729439978,-1.5152655239619908
02230,02,230,Alaska,Skagway,1240,59.465893,-135.310551,10,0.711326088,0.481270079,0.210475249,0.391934041,0.178385777,0.39510426,2.368495494,0.9994380599070496,0.7510139921295316,-0.8627758209972228,-0.43355953190757596,-3.8959710989534506,-5.052719113334344,-2.4572507947703905
02240,02,240,Alaska,Southeast Fairbanks,6808,63.861551,-144.698751,10,0.641993094,0.396860503,0.19528181,0.432738912,0.217800765,0.368183363,2.252858447,-0.5085056712348113,-1.5123275753657106,-1.1287524708409484,0.6632685301055404,-3.0723685354365706,-5.794877237306021,-3.243968992036809
02275,02,275,Alaska,Wrangell,2127,56.426145,-132.355422,10,0.625637316,0.464968962,0.204234483,0.408736157,0.208658701,0.379781693,2.292017311,-0.8642323098831866,0.31391908594609813,-0.9720267965754729,0.018078517138077586,-3.263398083542367,-5.475133254258041,-2.9775579093231443
02282,02,282,Alaska,Yakutat,662,59.545059,-139.714907,10,0.677432195,0.556955529,0.234627543,0.382748142,0.19288184,0.399276394,2.443921643,0.26226978655449446,2.7804285817678287,-0.43996527467122565,-0.6804749503638242,-3.593066157115026,-4.93770128378734,-1.944101025665439
02290,02,290,Alaska,Yukon-Koyukuk,5343,64.966051,-152.827744,10,0.544168183,0.441771232,0.231324592,0.418007646,0.35799029,0.384688544,2.377950486,-2.63612850679216,-0.30810022831430417,-0.497786801553848,0.267294580383222,-0.14301455039378175,-5.339860669070089,-2.392925265414659
